종목명,항목,내용
판금제관기능사,개요,"판금·제관은 금속 및 비금속 재료를 판금·제관용 기계나 공구를 사용하여 가공 및 성형 등의 작업으로 크린환경장치와 일상용 금속제품 등을 제작, 설치 및 수리하는 일"
판금제관기능사,변천과정,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호’91.10.31. 대통령령 제13494호’98.05.09. 대통령령 제15794호’04.12.31.노동부령 제217호현재일반판금기능사2급일반판금기능사2급일반판금기능사2급일반판금기능사판금기능사판금제관기능사타출판금기능사2급타출판금기능사2급타출판금기능사2급타출판금기능사자동차판금기능사2급판금기능사2급일반판금기능사2급타출판금기능사2급중 택1일반판금기능사타출판금기능사중 택1제관기능사2급제관기능사2급제관기능사2급제관기능사제관기능사철골구조물기능사2급철골구조물기능사2급철골구조물기능사2급철골구조물기능사철골기능사2급철골기능사2급
판금제관기능사,수행직무,"금속 및 비금속 재료를 제관용 기계나 공구를 사용하여 가공 및 성형 등의 작업으로 보일러, 철구조물 및 저장 용기류 등을 제작, 설치 및 수리하는 직무수행"
판금제관기능사,실시기관 홈페이지,www.q-net.or.kr
판금제관기능사,실시기관명,한국산업인력공단
판금제관기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기계관리법 시행규칙제33조 검사대행자등(별표9)건설기계검사대행자의인력기준2건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준3경찰공무원임용령제16조 특별채용의 요건특별채용의 자격4고등학교 졸업학력 검정고시 규칙제12조 과목면제과목면제5공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증6공연법 시행규칙제6조의4 무대예술전문인 자격검정의 응시무대예술전문인의 자격검정에 응시하고자 하는 자의 자격7공연법 시행령제10조의4 무대예술전문인 자격검정의 응시기준(별표2)무대예술전문인 자격검정의 등급별 응시기준8공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우9공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건10공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건11교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격12교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정13국가공무원법제36조의2 채용시험의 가점채용시험의 가점14국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대15국가기술자격법 시행령제12조의 2 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격16국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진·전보·신분보장 등에 있어 해당 직무분야의 국가기술자격취득자를 우대17국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산18국회인사규칙제20조 경력경쟁채용등의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우19군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제20군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산21군무원인사법 시행령제10조 특별채용 요건특별채용시험에 의하여 신규채용할 수 있는 자격22군인사법 시행규칙제14조 부사관의 임용부사관의 자격23근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의24근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표2)직업능력개발훈련교사의자격25근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자26근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대27독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자28법원공무원규칙제19조 경력경쟁채용시험등의 응시요건등동종직무에 관한 자격증 소지자를 경력경쟁채용시험등을 통한 채용할 시29병역법제53조 전시근로소집 대상 등전시근로소집 대상(제2국민역)제외30병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입31병역법 시행령제81조 농어업 분야 종사자의 산업기능요원 편입농어업 분야의 산업기능요원에 편입할 수 있는 사람32병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원33비상대비자원 관리법제2조 대상자원의 범위인력자원의 범위34산업안전보건법 시행규칙제74조 검사원의 자격검사원의 자격35선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13)전직시험의 면제36선거관리위원회 공무원규칙제89조 채용시험의 특전(별표15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산37선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제38소방공무원임용령제15조 특별채용의 요건등특별채용의 요건39에너지이용 합리화법 시행령제30조 에너지절약전문기업의 등록 등(별표2)에너지절약전문기업으로 등록을 하려는 자40에너지이용 합리화법 시행령제39조 진단기관의 지정기준(별표4)진단기관이보유하여야하는기술인력41유해·위험작업의 취업제한에 관한 규칙제3조 자격ㆍ면허등이 필요한 작업의 범위등(별표1)자격?면허?경험 또는 기능이 필요한 작업 및 해당 자격?면허?경험 또는 기능42전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자43전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준44전기사업법 시행규칙제43조 전기안전관리자의 직무대행자의 지정요건전기안전관리자의 직무대행자45주차장법 시행령제12조의6 보수업의 등록기준 등(별표3)기계식주차장치 보수업을 등록하려는 자가 갖추어야 할 기술인력46중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원47지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용시험등을 통하여 임용하려는 경우48지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산49지방공무원 평정규칙제23조 자격증 등의 가산점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가산점 평정50지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산51지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산 시 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산52지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원53지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원54해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준(인력)55해양환경관리법 시행규칙제74조 업무대행자의 지정(별표28)해양환경측정기기의 정도검사·성능시험·검정 업무 대행자 지정기준56행정안전부 소관 비상대비자원관리법 시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표57환경분야 시험·검사 등에 관한 법률 시행규칙제10조 검사기관의 지정 등(별표6)검사대행자가 갖추어야 하는 기술능력"
판금제관기능사,진로 및 전망,"ㅇ 건설 플랜트·선박건조 및 수선업·자동차 및 수송 장비 제조업·가전제품 제조업·주방용품 제조업·보일러 및 관련제품 제조업·전자제품 제조업·철제가구 제조업 쪽으로 취업할 수 있다.ㅇ 조장 또는 반장, 직장, 관리자로 승진이 가능함.ㅇ 용접, 배관 등의 직종으로 전직이 가능함."
판금제관기능사,출제경향,"판금제관용 기계나 공구를 사용하여 연강판(박판, 후판), 형강 등의 재료를 도면의 규격에 따라 분기관, 원통엘보, 덕트 분기관, 곡관 등의 제품을 제작할 수 있도록 전개도 작성, 절단, 성형, 용접, 조립 등 일련의 작업을 통하여 구조물 제작 "
판금제관기능사,취득방법,"① 시 행 처 : 한국산업인력공단 ②시험과목 - 필기 : 작업용 공구 기계 및 안전, 판금제관재료, 기계제도(비절삭부분), 판금제관공작법- 실기 :판금.제관 작업(작업형)③ 검정방법 - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분) - 실기 : 작업형(4시간 정도) ④합격기준 - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균60점 이상 - 실기 : 100점을 만점으로 하여 60점 이상 "
표면처리기능사,개요,"도금은 어떠한 제품을 만들 때 최종 공정에 해당하므로 제품의 상품적 가치를 좌우할 뿐만 아니라 성능 및 수명과 밀접한 관계가 있다. 또한 현재는 전기도금과 특수도금을 병행하여 도금작업을 수행하고 있다. 따라서 도금액 조성, 관리, 분석, 각종 화학약품과 각종 도금장치 등을 이용한 도금업무를 수행하는 숙련기능인력을 양성하고자 자격제도 제정 "
표면처리기능사,변천과정,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호’91.10.31. 대통령령 제13494호’98.05.09.대통령령 제15794호’04.12.31.노동부령 제217호전기도금기능사2급전기도금기능사2급전기도금기능사2급전기도금기능사표면처리기능사 일반도금기능사2급특수도금기능사2급특수도금기능사
표면처리기능사,수행직무,"각종도금에 필요한 설비의 성능, 용도, 사용법을 습득하여 정류기, 연마기, 전처리 설비, 도금조, 여과기, 도금기 등의 장비와 기자재를 이용하여 소지의 표면을 부식방지 또는 장식하거나 기계적 성질을 향상시키기 위한 업무 수행, 또한 도체 부도체를 도체화 시켜 각종 전기도금 및 특수도금을 할 수 있으며, 도금액 관리와 분석 및 도금의 원리 등의 이해를 통한 도금처리 수행 "
표면처리기능사,실시기관 홈페이지,http://www.q-net.or.kr
표면처리기능사,실시기관명,한국산업인력공단 
표면처리기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교 졸업학력 검정고시 규칙제12조 과목면제과목면제3공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증4공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우5공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건6공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건7교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격8교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정9국가공무원법제36조의2 채용시험의 가점채용시험의 가점10국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대11국가기술자격법 시행령제12조의2 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격12국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대13국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산14국회인사규칙제20조 경력경쟁채용등의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우15군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제16군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산17군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격18군인사법 시행규칙제14조 부사관의 임용부사관의 자격19근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의20근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표2)직업능력개발훈련교사의자격21근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자22근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대23독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자24병역법제53조 전시근로소집 대상 등전시근로소집 대상 제외(제2국민역)25병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입26병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원27비상대비자원 관리법제2조 대상자원의 범위인력자원의 범위28선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제29중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원30지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용 하려는 경우31지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산32지방공무원 평정규칙제23조 자격증 등의 가산점(별표3)5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정33지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산34지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산 시 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산35지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원36지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원37해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준"
표면처리기능사,진로 및 전망,"도금, 표면처리 업체, 자동차부품, 전자 및 전기기기부품, 반도체부품, 일반기계부품, 정밀기계부품 업체 등에서 도금작업을 담당할 수 있다. 그동안 도금작업시 사용하는 약품, 가스발생 등으로 도금 업체의 상당수가 열악한 작업환경에 있었으나 품질향상과 생산성 향상을 위해 자동화를 도입하는 업체가 늘어나는 추세여서 근무여건도 점차 나아지고 있다. 자격증 소지자는 산업현장에서 숙련기능인으로 인정받기 때문에 자격증 취득시 유리한 편이고 도금업체를 자영할 수도 있다 "
표면처리기능사,출제경향," 금속 또는비금속의 소재 표면에 광택, 장식 또는 내마모성 등의 기계적 성질 향상과 부식 방지를 위한 표면처리 작업의 수행 능력의 평가"
표면처리기능사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 실업계고등학교 표면처리과, 금속 및 재료 관련과③ 훈련기관 : 한국산업인력공단 직업전문학교, 인정 직업훈련원 과정④ 시험과목   - 필기 : 1.금속재료일반 2.전기도금 3.특수도금   - 실기 : 표면처리 ⑤ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항(60분)   - 실기 : 작업형(3시간30분정도)⑥ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
플라스틱창호기능사,개요,"오늘날플라스틱 창호의 사용이 증가하면서 건물의 사용목적, 전체공간의 동선계획, 실내 분위기, 디자인 양식, 실내 및 외부와의 연관성에 따라 창호의 사용재질, 크기, 형태, 위치, 갯수를 결정하고 제작, 시공할 수 있는 숙련 기능공 양성이 필요하게 됨. "
플라스틱창호기능사,수행직무,"플라스틱창호재 효율적&#8729;생산적인 제작&#8729;가공방법 검토, 플라스틱창호 산업의 품질향상 을 유도하여 보다 창의적이고 정밀한 시공을 수행함으로써 플라스틱창호산업의 경쟁력 을 향상시키는등의 직무수행 "
플라스틱창호기능사,실시기관 홈페이지,http://www.q-net.or.kr
플라스틱창호기능사,실시기관명,한국산업인력공단 
플라스틱창호기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설산업기본법시행령제13조건설업의등록기준(별표2)건설업의등록기준2건축법시행령제19조공사감리건축공사감리3경찰공무원임용령제16조특별채용의요건특별채용의자격4고등학교졸업학력검정고시규칙제12조과목면제과목면제5공무원임용시험령제31조채용시험의특전(별표12)6급이하공무원및기능직공무원채용시험가산대상자격증6공연법시행규칙제6조의3무대예술전문인자격검정의응시무대예술전문인의자격검정에응시하고자하는자의자격7공연법시행령제10조의2무대예술전문인자격검정의응시기준(별표2)무대예술전문인자격검정의등급별응시기준8공직자윤리법시행령제34조취업승인관할공직자윤리위원회가취업승인을하는경우9공직자윤리법의시행에관한대법원규칙제37조취업승인 신청퇴직공직자의 취업승인요건10공직자윤리법의시행에관한헌법재판소규칙제20조취업승인퇴직공직자의 취업승인요건11교원자격검정령시행규칙제9조무시험검정의신청실기교사 무시험검정인때에는 국가기술자격증사본(해당과목에한한다)을 첨부하여야무시험자격12교육감소속지방공무원평정규칙제23조자격증등의가점5급이하공무원,연구사·지도사및기능직공무원이 자격증을 소지한 경우 점수가점평정13국가공무원법제36조의2채용시험의가점채용시험의가점14국가기술자격법제14조국가기술자격취득자에대한우대국가기술자격취득자를 우대15국가기술자격법시행령제12조의 2 국가기술자격의등급과응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격16국가기술자격법시행령제27조국가기술자격취득자의취업등에대한우대채용·보수및승진등에 있어 해당직무분야의 국가기술자격취득자를 우대17국가를당사자로하는계약에관한법률시행규칙제7조원가계산을할때단위당가격의기준가격을적용함에 있어 해당노임단가에 그 노임단가의 100분의15이하에 해당하는금액을가산18국회인사규칙제20조 경력경쟁채용등의요건동종직무에관한자격증소지자를 경력경쟁채용하는경우19군무원인사법시행규칙제16조시험과목의일부면제등국가에서실시한각종자격·면허시험에합격한사람의자격이임용예정직급과관련이있는경우에는그자격·면허시험에이미응시한시험과목에대한시험은면제20군무원인사법시행규칙제27조가산점(별표4)승진후보자명부 작성시 자격증 및 면허증 소지자가산21군무원인사법시행령제10조특별채용요건특별채용시험에 의하여 신규채용할 수 있는 자격22군인사법시행규칙제14조부사관의임용부사관의 자격23근로자직업능력개발법시행령제27조직업능력개발훈련을 위하여 근로자를 가르칠 수 있는사람직업능력개발훈련교사의 정의24근로자직업능력개발법시행령제28조직업능력개발훈련교사의 자격취득(별표2)직업능력개발훈련교사의 자격25근로자직업능력개발법시행령제38조다기능기술자과정의 학생선발방법정원내 특별전형 대상자26근로자직업능력개발법시행령제44조교원등의임용교원을임용할때자격증소지자우대27독학에 의한 학위취득에 관한 법률 시행령제9조시험과목면제대상시험과목의 전부 또는 일부를 면제받을 수 있는 자28법원공무원규칙제19조 경력경쟁채용시험등의응시요건등(별표5의1)경력경쟁채용시험의 응시요건29병역법제53조전시근로소집 대상등전시근로소집대상 제외(제2국민역)30병역법시행령제79조 기간산업분야종사자등의 산업기능요원편입(별표2)산업기능요원편입 기준31병역법시행령제83조전문연구요원및산업기능요원이종사할해당분야등분야에 종사해야할 전문연구요원 및 산업기능요원32산업안전보건법시행규칙제80조의5 석면해체·제거업자의인력·시설 및 장비기준(별표10의4)석면해체제거업자의인력기준33선거관리위원회공무원규칙제89조채용시험의특전(별표15)자격증의소지자가6급이하공무원채용시험에응시하는경우점수가산34선박직원법시행령제11조시험과목필기시험의해당과목을면제35소방기본법시행규칙제12조화재조사전담부서의설치ㆍ운영등화재조사전담부서의장36에너지이용합리화법시행령제30조에너지절약전문기업의등록등(별표2)에너지절약전문기업으로등록을하려는자37에너지이용합리화법시행령제39조진단기관의지정기준(별표4)진단기관이보유하여야하는기술인력38중소기업인력지원특별법제28조근로자의창업지원등당해직종과관련된분야에서신기술에기반한창업을하고자하는경우지원39지방공무원임용령제17조 경력경쟁임용등을 통한 임용의 요건경력경쟁임용하려는 경우40지방공무원임용령제55조의3자격증소지자에대한신규임용시험의특전6급이하공무원및기능직공무원신규임용시험시필기시험점수가산41지방공무원평정규칙제23조자격증등의가점5급이하공무원,연구사·지도사및기능직공무원이자격증을소지한경우점수가점평정42지방공무원법제34조의2신규임용시험의가점공무원신규임용시험시점수가산43지방자치단체를당사자로하는계약에관한법률시행규칙제7조원가계산시 단위당가격의기준지방자치단체의장또는계약담당자는가격을적용함에있어당해노임단가에동노임단가의100분의15이하에해당하는금액을가산44지방자치단체를당사자로하는계약에관한법률시행령제106조계약심의위원회의구성계약심의위원회의위원45지역균형개발및지방중소기업육성에관한법률시행령제59조인력의지역정착지원인력의지역정착지원"
플라스틱창호기능사,진로 및 전망, 관련직업 : 목공(플라스틱)
플라스틱창호기능사,출제경향,"주어진 창호도면에 따라 창호제작 기계나 설비, 공구를 이용하여 절단, 가공, 조립, 설치 등의 작업공정을 거쳐 플라스틱창호를 제작하는 능력을 평가"
플라스틱창호기능사,취득방법,① 시 행 처 : 한국산업인력공단 ② 시험과목 - 필기 : 1. 건축일반 2. 플라스틱개론 3. 작업안전 - 실기 : 플라스틱창호 제작(시험시간 : 2시간 정도)③ 응시자격 : 제한없음 ④ 합격기준 - 필기 : 100점 만점 60점 이상 - 실기 : 100점 만점 60점 이상 
피아노조율기능사,개요,"피아노는 정기적인 점검이나 수리를 해 주지 않으면 제 음색을 내지 못한다.  따라서 정 확한 음정을 생명으로 하는 피아노의 모든 건반이 제소리를 정확하게 낼 수 있도록 하 기 위해 조정, 조율, 수리와 같은 고도의 정밀작업이 필요하며, 이런 기능 업무를 수행 할 기능인력양성이 요구되어 자격 제도 제정. "
피아노조율기능사,변천과정,’83.12.20. 통령령 제11281호’91.10.31. 대통령령 13494호’98.05.09. 통령령제15794호현재2급피아노조율사피아노조율기능사2급피아노조율기능사피아노조율기능사
피아노조율기능사,수행직무,"피아노의 올바른 동작과 정확한 음률, 음량, 음색을 내게 하기 위하여 조정공구와 조율 공구를 사용하여 내부에 있는 220여개의 튜닝 핀을 조정, 조율 및 수리하는 직무수행 "
피아노조율기능사,실시기관 홈페이지,http://www.q-net.or.kr
피아노조율기능사,실시기관명,한국산업인력공단 
피아노조율기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제3공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우4공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건5공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건6교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격7교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정8국가공무원법제36조의2 채용시험의 가점채용시험의 가점9국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대10국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격11국가기술자격법 시행규칙제3조 응시자격(별표3, 4)산업기사 응시자격12국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격13국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대14국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산15국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우16군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제17군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산18군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격19군인사법 시행규칙제14조 부사관의 임용부사관의 자격20근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의21근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 22근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자23근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대24기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등25독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자26병역법제53조 전시근로소집 대상 등전시근로소집 대상27병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입28병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원29비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위30선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제31장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력32중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원33지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우34지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산35지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정36지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산37지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 38지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산39지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원40지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원41헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
